PORT_IATA,PORT_NAME,LAT_DEC,LONG_DEC,CITY_NAME,ACTIVE
KOV,Kokshetau,53.32916,69.59471,Kokshetau,Y
KOW,Huangjin,25.85132,114.77527,Ganzhou,Y
KPO,P'Ohang,35.98777,129.42054,Pohang,Y
KPV,Perryville,55.90666,-159.16083,Perryville,Y
KRK,Krakow John Paul II - Balice,50.07777,19.78471,Krakow,Y
KRL,Korla,41.69916,86.13027,Korla,Y
KRN,Kiruna,67.82193,20.33666,Kiruna,Y
KRO,Kurgan,55.47057,65.41049,Kurgan,Y
KRP,Midtjyllands,56.2975,9.12472,Karup,Y
KRR,Pashkovsky,45.03241,39.16634,Krasnodar,Y
KRT,Khartoum International,15.58944,32.55305,Khartoum,Y
KRY,Karamay,45.46587,84.95377,Karamay,Y
KSA,Kosrae International,5.35694,162.95833,Kosrae,Y
KSC,Kosice,48.66305,21.2411,Kosice,Y
KSD,Karlstad,59.44471,13.33749,Karlstad,Y
KSH,Shahid AshrafiEsfahani,34.34805,47.15666,Kermanshah,Y
KSJ,Kasos Island,35.42138,26.91,Kasos Island,Y
KSL,Kassala,15.38749,36.32888,Kassala,Y
KSM,St Mary's,62.06053,-163.30063,St Mary's,Y
KSN,Kostanay,53.20694,63.55027,Kostanay,Y
KSO,Aristotelis,40.44638,21.28221,Kastoria,Y
KSQ,Karshi,38.80194,65.77471,Karshi,Y
KSU,Kvernberget,63.11166,7.82443,Kristiansund,Y
KSY,Kars,40.56222,43.115,Kars,Y
KTA,Karratha,-20.71222,116.77332,Karratha,Y
KTG,Rahadi Osman,-1.81666,109.96361,Ketapang,Y
KTR,RAAF Tindal,-14.5211,132.37777,Katherine,Y
KTT,Kittila,67.70111,24.84694,Kittila,Y
KTW,Pyrzowice,50.47416,19.07999,Katowice,Y
KUA,Sultan Haji Ahmad Shah,3.78083,103.20925,Kuantan,Y
KUD,Kudat,6.92332,116.83721,Kudat,Y
KUF,Kurumoch Intl,53.50375,50.15139,Samara,Y
KUG,Kubin,-10.22639,142.21962,Kubin,Y
KUH,Kushiro,43.04083,144.19305,Kushiro,Y
KUN,Kaunas International,54.96388,24.08471,Kaunas,Y
KUO,Kuopio,63.00722,27.79777,Kuopio,Y
KUS,Kulusuk,65.57332,-37.13403,Kulusuk Island,Y
KUT,Kutaisi International,42.17666,42.4825,Kutaisi,Y
KUU,Bhuntar,31.87666,77.15444,Kullu,Y
KUV,Gunsan,35.90388,126.61583,Gunsan,Y
KVA,Megas Alexandros,40.91333,24.61916,Kavala,Y
KVC,King Cove Municipal,55.11666,-162.265,King Cove,Y
KVG,Kavieng,-2.57943,150.80805,Kavieng,Y
KVL,Kivalina,67.7361,-164.56361,Kivalina,Y
KWA,Bucholz AAF,8.71999,167.73166,Kwajalein Island,Y
KWG,Lozuvatka Intl,48.04333,33.21,Krivyi Rih,Y
KWI,Kuwait International,29.22666,47.96888,Kuwait,Y
KWJ,Gwangju,35.12638,126.80888,Gwangju,Y
KWK,Kwigillingok,59.87638,-163.1686,Kwigillingok,Y
KWL,LiangJiang Intl,25.21804,110.03916,Guilin,Y
KWM,Kowanyama,-15.48524,141.7522,Kowanyama,Y
KWN,Quinhagak,59.75631,-161.8834,Quinhagak,Y
KWZ,Kolwezi,-10.76583,25.50583,Kolwezi,Y
KXF,Koro Island,-17.34583,179.42193,Koro Island,Y
KXU,Katiu,-16.33944,-144.40305,Katiu,Y
KYA,Konya,37.97888,32.56194,Konya,Y
KYK,Karluk,57.56549,-154.45192,Karluk,Y
KYP,Kyaukpyu,19.42638,93.53471,Kyaukpyu,Y
KYS,Dag-Dag,14.48166,-11.40472,Kayes,Y
KYZ,Kyzyl,51.67307,94.40783,Kyzyl,Y
KZI,Filippos,40.2861,21.84083,Kozani,Y
KZN,Kazan International,55.60611,49.2786,Kazan,Y
KZO,Kyzylorda,44.70723,65.59222,Kyzylorda,Y
KZS,Megisti,36.14194,29.57638,Megisti,Y
LAD,4 De Fevereiro,-8.85833,13.2311,Luanda,Y
LAE,Nadzab,-6.56971,146.7261,Lae,Y
LAK,Aklavik,68.22332,-135.00583,Aklavik,Y
LAN,Capital Region International,42.7786,-84.58721,Lansing,Y
LAO,Laoag,18.17804,120.53138,Laoag,Y
LAP,Manuel Marquez de Leon,24.07277,-110.3625,La Paz,Y
LAR,Laramie Regional,41.31194,-105.67499,Laramie,Y
LAU,Manda,-2.2525,40.91305,Lamu,Y
LBD,Khujand,40.21527,69.69471,Khujand,Y
LBE,Arnold Palmer Regional,40.27582,-79.40472,Latrobe,Y
LBF,Regional (Lee Bird Field),41.13095,-100.69288,North Platte,Y
LBJ,Komodo,-8.48666,119.88916,Labuan Bajo,Y
LBL,Mid-America Regional,37.04416,-100.96,Liberal,Y
LBS,Labasa,-16.46777,179.33971,Labasa,Y
LBU,Labuan,5.29722,115.2523,Labuan,Y
LBV,Leon M'ba International,0.45861,9.41222,Libreville,Y
LCA,Larnaca,34.87499,33.62471,Larnaca,Y
LCE,Goloson International,15.74249,-86.85305,La Ceiba,Y
LCG,A Coruna,43.30209,-8.37718,A Coruna,Y
LCH,Lake Charles Regional,30.1261,-93.22332,Lake Charles,Y
LCJ,Lodz Wladyslaw Reymont,51.72193,19.39805,Lodz,Y
LDB,Jose Richa,-23.3336,-51.12999,Londrina,Y
LDH,Lord Howe Island,-31.53842,159.07592,Lord Howe Island,Y
LDU,Lahad Datu,5.03016,118.32827,Lahad Datu,Y
LEA,Learmonth,-22.23555,114.0886,Learmonth,Y
LEB,Lebanon Municipal,43.62772,-72.30704,Lebanon,Y
LEI,Almeria,36.84388,-2.36999,Almeria,Y
LEN,Leon,42.58888,-5.65555,Leon,Y
LER,Leinster,-27.84413,120.70427,Leinster,Y
LET,Alfredo V. Cobo International,-4.1936,-69.94305,Leticia,Y
LFM,Lamerd,27.37304,53.18805,Lamerd,Y
LFR,La Fria,8.23916,-72.2711,La Fria,Y
LFW,G. Eyadema Intl,6.16555,1.25444,Lome,Y
LGI,Deadmans Cay,23.17888,-75.0936,Deadmans Cay,Y
LGK,Langkawi International,6.3384,99.73196,Langkawi,Y
LGL,Long Lellang,3.42096,115.1531,Long Lellang,Y
LGP,Legaspi,13.15721,123.73427,Legaspi,Y
LHE,Lahore,31.52166,74.40361,Lahore,Y
LIF,Ouanaham,-20.77471,167.23999,Lifou,Y
LIG,Bellegarde,45.86083,1.18027,Limoges,Y
LIM,Jorge Chavez International,-12.02193,-77.11444,Lima,Y
LIO,Limon International,9.96191,-83.02693,Limon,Y
LIS,Lisbon,38.77416,-9.13416,Lisbon,Y
LIT,B. & H. Clinton National,34.72943,-92.22443,Little Rock,Y
LJG,Sanyi,26.67409,100.24354,Lijiang,Y
LJU,Joze Pucnik,46.2236,14.4575,Ljubljana,Y
LKB,Lakeba Island,-18.19916,-178.81693,Lakeba Island,Y
LKL,Lakselv,70.06888,24.9736,Lakselv,Y
LKN,Leknes,68.15438,13.61194,Leknes,Y
LKO,Chaudhary Charan Singh,26.76055,80.88944,Lucknow,Y
LLA,Kallax,65.54388,22.12193,Lulea,Y
LLI,Lalibela,11.97499,38.97999,Lalibela,Y
LLW,Kamuzu Intl,-13.78944,33.7811,Lilongwe,Y
LMM,Fed. Valle del Fuerte,25.68527,-109.08082,Los Mochis,Y
LMN,Limbang,4.80805,115.01027,Limbang,Y
LMP,Lampedusa,35.49805,12.61832,Lampedusa,Y
LMT,Kingsley Field,42.16298,-121.73713,Klamath Falls,Y
LNB,Lamen Bay,-16.58485,168.15948,Lamen Bay,Y
LNE,Lonorore,-15.86416,168.1711,Lonorore,Y
LNJ,Lincang,23.73888,100.02499,Lincang,Y
LNK,Lincoln,40.85111,-96.75916,Lincoln,Y
LNS,Lancaster,40.12166,-76.2961,Lancaster,Y
LNY,Lanai City,20.78555,-156.95138,Lanai City,Y
LOD,Longana,-15.30565,167.96761,Longana,Y
LOE,Loei,17.43916,101.72193,Loei,Y
LOS,Murtala Muhammed Intl,6.57749,3.3211,Lagos,Y
LPA,Gran Canaria,27.93193,-15.38666,Gran Canaria,Y
LPB,El Alto Intl,-16.51333,-68.19221,La Paz,Y
LPI,City Airport,58.40222,15.52554,Linkoping,Y
LPM,Lamap,-16.45769,167.82885,Lamap,Y
LPP,Lappeenranta,61.04444,28.14444,Lappeenranta,Y
LPQ,Luang Prabang International,19.89777,102.16083,Luang Prabang,Y
LPT,Lampang,18.27221,99.50416,Lampang,Y
LPX,Liepaya International,56.51749,21.09694,Liepaya,Y
LPY,Loudes,45.07971,3.76333,Le Puy,Y
LQM,Caucaya,-0.18221,-74.77082,Puerto Leguizamo,Y
LRD,Laredo International,27.54388,-99.46166,Laredo,Y
LRE,Longreach,-23.43176,144.27772,Longreach,Y
LRH,Ile de Re,46.17916,-1.19527,La Rochelle,Y
LRM,Casa de Campo Intl,18.45083,-68.91194,La Romana,Y
LRR,Lar,27.67304,54.38721,Lar,Y
LRS,Leros,37.18499,26.80027,Leros,Y
LRT,Lann Bihoue,47.76055,-3.43999,Lorient,Y
LSC,La Florida,-29.91638,-71.19944,La Serena,Y
LSE,La Crosse Regional,43.87888,-91.25666,La Crosse,Y
LSH,Lashio,22.97777,97.75222,Lashio,Y
LSP,Josefa Camejo Intl,11.78082,-70.15138,Las Piedras,Y
LST,Launceston,-41.54505,147.21092,Launceston,Y
LSW,Malikussaleh,5.22666,96.95027,Lhok Seumawe,Y
LSY,Lismore,-28.82918,153.25772,Lismore,Y
LTI,Altai,46.37644,96.22185,Altai,Y
LTO,Loreto International,25.98916,-111.34833,Loreto,Y
LUA,Lukla,27.68662,86.72925,Lukla,Y
LUM,Dehong Mangshi,24.40138,98.53221,Mangshi,Y
LUN,Lusaka International,-15.33082,28.4525,Lusaka,Y
LUR,Cape Lisburne,68.87499,-166.11,Cape Lisburne,Y
LUV,Dumatubun,-5.66166,132.73138,Langgur,Y
LUX,Luxembourg,49.62332,6.20444,Luxembourg,Y
LVI,Livingstone,-17.82166,25.82277,Livingstone,Y
LVO,Laverton,-28.61361,122.42388,Laverton,Y
LWO,Lviv International,49.8125,23.95611,Lviv,Y
LWT,Lewistown Municipal,47.04843,-109.47168,Lewistown,Y
LWY,Lawas,4.84957,115.40788,Lawas,Y
LXA,Gonggar,29.29805,90.91222,Lhasa/Lasa,Y
LXS,Lemnos,39.91693,25.23638,Limnos,Y
LYA,Beijiao,34.74138,112.38944,Luoyang,Y
LYB,Edward Bodden,19.66666,-80.08333,Little Cayman,Y
LYC,Lycksele,64.54833,18.71611,Lycksele,Y
LYG,Baitabu,34.57193,118.87388,Lianyungang,Y
LYH,Regional-P. Glenn Fld,37.32666,-79.20055,Lynchburg,Y
LYI,Shubuling,35.0494,118.41184,Linyi,Y
LYP,Faisalabad,31.365,72.99471,Faisalabad,Y
LYR,Svalbard,78.2461,15.46555,Longyearbyen,Y
LZC,La Villita,18.00166,-102.22054,Lazaro Cardenas,Y
LZH,Bailian,24.20777,109.39138,Liuzhou,Y
LZO,Yunlong,29.03055,105.46888,Luzhou,Y
MAA,Chennai International,12.99444,80.18054,Chennai,Y
MAB,Joao Carrea da Rocha,-5.3686,-49.13805,Maraba,Y
MAG,Madang,-5.20722,145.7886,Madang,Y
MAH,Menorca,39.8625,4.2186,Menorca,Y
MAJ,Amata Kabua International,7.06472,171.27193,Majuro,Y
MAK,Malakal,9.55888,31.65222,Malakal,Y
MAM,Servando Canales Intl,25.76999,-97.52527,Matamoros,Y
YGL,La Grande,53.62527,-77.70416,La Grande,Y
YGO,Gods Lake Narrows,54.55795,-94.49012,Gods Lake Narrows,Y
YGR,House Harbour,47.42446,-61.78024,Iles de la Madeleine,Y
YGT,Igloolik,69.36635,-81.82031,Igloolik,Y
YGV,Havre St Pierre,50.28193,-63.61138,Havre St Pierre,Y
YGW,Kuujjuarapik,55.28194,-77.76493,Kuujjuarapik,Y
YGX,Gillam,56.35703,-94.71079,Gillam,Y
YGZ,Grise Fiord,76.42657,-82.91239,Grise Fiord,Y
YHD,Dryden Regional,49.83166,-92.74416,Dryden,Y
YHI,Ulukhaktok,70.76277,-117.80611,Ulukhaktok,Y
YHK,Gjoa Haven,68.63555,-95.84971,Gjoa Haven,Y
YHO,Hopedale,55.44816,-60.22948,Hopedale,Y
YHR,Chevery,50.46888,-59.63666,Chevery,Y
YHY,Hay River,60.83971,-115.78277,Hay River,Y
YIH,Sanxia,30.55694,111.47971,Yichang,Y
YIK,Ivujivik,62.41721,-77.92527,Ivujivik,Y
YIN,Yining,43.95527,81.32888,Yining,Y
YIO,Pond Inlet,72.69014,-77.96815,Pond Inlet,Y
YIV,Island Lake/Garden Hill,53.857,-94.6539,Island Lake/Garden Hill,Y
YIW,Yiwu,29.34499,120.03249,Yiwu,Y
YKA,Fulton Field,50.70222,-120.44444,Kamloops,Y
YKG,Kangirsuk,60.02719,-69.99969,Kangirsuk,Y
YKL,Schefferville,54.80527,-66.80527,Schefferville,Y
YKQ,Waskaganish,51.47285,-78.75834,Waskaganish,Y
YKS,Yakutsk,62.09333,129.77054,Yakutsk,Y
YLC,Kimmirut,62.84768,-69.87607,Kimmirut/Lake Harbour,Y
YLH,Lansdowne House,52.19555,-87.93322,Lansdowne House,Y
YLL,LLoydminster,53.30916,-110.07249,Lloydminster,Y
YLW,Ellison Field,49.95611,-119.37777,Kelowna,Y
YMH,Mary's Harbour,52.30291,-55.84776,Mary's Harbour,Y
YMM,Fort McMurray,56.65333,-111.22193,Fort McMurray,Y
YMN,Makkovik,55.07725,-59.18794,Makkovik,Y
YMO,Moosonee,51.28928,-80.60674,Moosonee,Y
YMT,Chapais,49.77193,-74.52804,Chibougamau,Y
YNA,Natashquan,50.18999,-61.78916,Natashquan,Y
YNB,Yanbu al Bahr,24.14416,38.06333,Yanbu al Bahr,Y
YNG,Youngstown/Warren Regional,41.26283,-80.67882,Youngstown/Warren,Y
YNJ,Chaoyangchuan,42.88277,129.45138,Yanji,Y
YNS,Nemiscau,51.69068,-76.13652,Nemiscau,Y
YNT,Penglai International,37.65722,120.98722,Yantai,Y
YNY,Yangyang International,38.06138,128.66916,Yangyang,Y
YOC,Old Crow,67.57054,-139.83916,Old Crow,Y
YOH,Oxford House,54.93387,-95.27788,Oxford House,Y
YOJ,High Level,58.62138,-117.16472,High Level,Y
YOL,Yola,9.2575,12.43054,Yola,Y
YPC,Paulatuk,69.35938,-124.07727,Paulatuk,Y
YPH,Inukjuak,58.47106,-78.07825,Inukjuak,Y
YPJ,Aupaluk,59.29519,-69.6003,Aupaluk,Y
YPL,Pickle Lake,51.44638,-90.21416,Pickle Lake,Y
YPM,Pikangikum,51.81963,-93.97299,Pikangikum,Y
YPO,Peawanuck,54.98761,-85.44251,Peawanuck,Y
YPW,Powell River,49.83416,-124.5,Powell River,Y
YPX,Puvirnituq,60.04868,-77.28561,Puvirnituq,Y
YQC,Quaqtaq,61.04666,-69.61804,Quaqtaq,Y
YQK,Kenora,49.78833,-94.36305,Kenora,Y
YQL,Lethbridge County,49.62972,-112.79019,Lethbridge,Y
YQQ,Comox,49.71083,-124.88666,Comox,Y
YQR,Regina International,50.42921,-104.65707,Regina,Y
YQT,Thunder Bay International,48.37193,-89.32388,Thunder Bay,Y
YQU,Grande Prairie Municipal,55.17971,-118.88499,Grande Prairie,Y
YQX,Gander International,48.94759,-54.5599,Gander,Y
YQY,Sydney,46.16138,-60.04777,Sydney,Y
YQZ,Quesnel,53.0261,-122.51027,Quesnel,Y
YRB,Resolute Bay,74.71693,-94.96943,Resolute,Y
YRF,Cartwright,53.68262,-57.04244,Cartwright,Y
YRL,Red Lake,51.06693,-93.79305,Red Lake,Y
YRS,Red Sucker Lake,54.16752,-93.55677,Red Sucker Lake,Y
YRT,Rankin Inlet,62.81138,-92.11583,Rankin Inlet,Y
YSJ,Saint John,45.32039,-65.88212,St John,Y
YSK,Sanikiluaq,56.53694,-79.24982,Sanikiluaq,Y
YSM,Fort Smith,60.02027,-111.96194,Fort Smith,Y
YST,Ste Therese Point,53.84583,-94.85138,Ste Therese Point,Y
YSY,Sachs Harbour,71.99388,-125.24249,Sachs Harbour,Y
YTE,Cape Dorset,64.22999,-76.52666,Cape Dorset,Y
YTH,Thompson,55.80111,-97.86416,Thompson,Y
YTL,Big Trout Lake,53.81742,-89.89662,Big Trout Lake,Y
YTQ,Tasiujuaq,58.66728,-69.95574,Tasiujuaq,Y
YTS,Victor M. Power,48.56971,-81.37666,Timmins,Y
YUD,Umiujaq,56.53548,-76.51859,Umiujaq,Y
YUT,Repulse Bay,66.52138,-86.22471,Repulse Bay,Y
YUX,Hall Beach,68.7761,-81.2436,Hall Beach,Y
YUY,Rouyn,48.20611,-78.83555,Rouyn,Y
YVM,Qikiqtarjuaq,67.54583,-64.03138,Qikiqtarjuaq,Y
YVO,Val D'Or,48.05333,-77.78277,Val D'Or,Y
YVP,Kuujjuaq,58.09093,-68.42711,Kuujjuaq,Y
YVQ,Norman Wells,65.28166,-126.79833,Norman Wells,Y
YVZ,Deer Lake,52.65513,-94.06084,Deer Lake,Y
YWB,Kangiqsujuaq,61.58751,-71.92661,Kangiqsujuaq,Y
YWJ,Deline,65.21099,-123.43515,Deline,Y
YWK,Wabush,52.92193,-66.86444,Wabush,Y
YWL,Williams Lake,52.18304,-122.05416,Williams Lake,Y
YWP,Webequie,52.95962,-87.37432,Webequie,Y
YXC,Cranbrook Municipal,49.61083,-115.78221,Cranbrook,Y
YXE,J.G. Diefenbaker Intl,52.17082,-106.69971,Saskatoon,Y
YXJ,Fort St John,56.23805,-120.74027,Fort St John,Y
YXL,Sioux Lookout,50.11388,-91.90527,Sioux Lookout,Y
YXN,Whale Cove,62.23948,-92.59722,Whale Cove,Y
YXP,Pangnirtung,66.14499,-65.71361,Pangnirtung,Y
YXT,Terrace,54.4686,-128.5761,Terrace,Y
YXY,Whitehorse,60.70944,-135.06721,Whitehorse,Y
YYB,Jack Garland,46.36361,-79.42277,North Bay,Y
YYC,Calgary International,51.11388,-114.02027,Calgary,Y
YYD,Smithers,54.82471,-127.18277,Smithers,Y
YYE,Northern Rockies Rgnl,58.83758,-122.59771,Fort Nelson,Y
YYF,Penticton,49.46305,-119.60222,Penticton,Y
YYG,Charlottetown Municipal,46.28899,-63.1254,Charlottetown,Y
YYH,Spence Bay,69.54666,-93.57666,Taloyoak,Y
YYR,Goose Bay,53.31921,-60.41055,Goose Bay,Y
YYT,Saint John's,47.61861,-52.75194,St Johns,Y
YYU,Kapuskasing,49.41444,-82.47084,Kapuskasing,Y
YYY,Mont Joli,48.60861,-68.20805,Mont Joli,Y
YZF,Yellowknife,62.46849,-114.44302,Yellowknife,Y
YZG,Salluit,62.17916,-75.66693,Salluit,Y
YZP,Sandspit,53.25444,-131.81388,Sandspit,Y
YZS,Coral Harbour,64.19333,-83.35944,Coral Harbour,Y
YZT,Port Hardy,50.68054,-127.36666,Port Hardy,Y
YZV,Sept-Iles,50.22332,-66.26555,Sept-Iles,Y
ZAD,Zadar,44.10833,15.34666,Zadar,Y
ZAG,Franjo Tudman,45.74305,16.06888,Zagreb,Y
ZAH,Zahedan International,29.47332,60.90333,Zahedan,Y
ZAL,Pichoy,-39.64944,-73.08638,Valdivia,Y
ZAM,Zamboanga,6.92249,122.05972,Zamboanga,Y
ZAT,Zhaotong,27.32582,103.75472,Zhaotong,Y
ZBF,Bathurst,47.62971,-65.73888,Bathurst,Y
ZBR,Konarak,25.44444,60.3836,Chah Bahar,Y
ZCL,Leobardo C. Ruiz Intl,22.89721,-102.68694,Zacatecas,Y
ZCO,La Araucania,-38.92694,-72.64694,Temuco,Y
ZEL,Bella Bella,52.18451,-128.1566,Bella Bella,Y
ZEM,Eastmain,52.2258,-78.52233,East Main,Y
ZFN,Tulita,64.90963,-125.57226,Tulita Fort Norman,Y
ZGU,Gaua,-14.2197,167.58824,Gaua,Y
ZHA,Zhanjiang,21.21527,110.35833,Zhanjiang,Y
ZIG,Ziguinchor,12.55555,-16.28166,Ziguinchor,Y
ZIH,Ixtapa/Zihuatanejo International,17.60166,-101.46055,Ixtapa/Zihuatanejo,Y
ZKE,Kashechewan,52.28166,-81.67804,Kashechewan,Y
ZLO,Playa de Oro Intl,19.14471,-104.55861,Manzanillo,Y
ZMT,Masset,54.02749,-132.12527,Masset,Y
ZNE,Newman,-23.41777,119.80277,Newman,Y
ZNZ,Zanzibar International,-6.22193,39.22499,Zanzibar,Y
ZOS,Canal Bajo,-40.61138,-73.06055,Osorno,Y
ZPB,Sachigo Lake,53.89082,-92.19568,Sachigo Lake,Y
ZQN,Frankton,-45.01832,168.74666,Queenstown,Y
ZRJ,Weagamow Lake,52.93499,-91.30222,Round Lake,Y
ZSA,Cockburn Town,24.06333,-74.52388,San Salvador,Y
ZSE,Pierrefonds,-21.32082,55.42499,St-Pierre,Y
ZSJ,Sandy Lake,53.06436,-93.34624,Sandy Lake,Y
ZTH,Dionsios Solomos,37.75083,20.88416,Zakinthos Island,Y
ZUH,Sanzao International,22.00666,113.3761,Zhuhai,Y
ZUM,Churchill Falls,53.5626,-64.10595,Churchill Falls,Y
ZYL,Osmani Intl,24.96333,91.86666,Sylhet,Y
NZL,Chengjisihan,47.86611,122.76777,Zhalantun,Y
GHS,Melalan,-0.20388,115.75972,West Kutai,Y
RIZ,Shanzihe,35.4,119.31666,Rizhao,Y
MAQ,Mae Sot,16.69971,98.5436,Mae Sot,Y
MAR,La Chinita Intl,10.55833,-71.72777,Maracaibo,Y
MAU,Maupiti Island,-16.42638,-152.2436,Maupiti Island,Y
MAZ,Eugenio M. de Hostos,18.25583,-67.1486,Mayaguez,Y
MBA,Moi International,-4.02793,39.5997,Mombasa,Y
MBE,Monbetsu,44.30388,143.40416,Monbetsu,Y
MBI,Mbeya,-8.91971,33.46366,Mbeya,Y
MBJ,Sangster International,18.50361,-77.91333,Montego Bay,Y
MBS,MBS International,43.53181,-84.08225,Saginaw/Midland/Bay C.,Y
MBW,Moorabbin,-37.97582,145.10222,Moorabbin,Y
MCG,McGrath,62.95351,-155.60532,McGrath,Y
MCP,Alberto Alcolumbre Intl,0.05055,-51.07221,Macapa,Y
MCV,Mcarthur River Mine,-16.44198,136.08294,Mcarthur River Mine,Y
MCX,Uytash,42.81693,47.65222,Makhachkala,Y
MCY,Maroochydore,-26.60333,153.0911,Sunshine Coast,Y
MCZ,Zumbi dos Palmares Int,-9.51083,-35.79166,Maceio,Y
MDC,Sam Ratulangi,1.54916,124.92638,Manado,Y
MDG,Hailang,44.52416,129.56888,Mudanjiang,Y
MDK,Mbandaka,0.02249,18.2886,Mbandaka,Y
MDL,Mandalay International,21.70222,95.97804,Mandalay,Y
MDQ,Astor Piazzola,-37.93416,-57.57332,Mar del Plata,Y
MDU,Mendi,-6.14777,143.65722,Mendi,Y
MDZ,El Plumerillo,-32.83166,-68.79277,Mendoza,Y
MEA,Benedito Lacerda,-22.34305,-41.76611,Macae,Y
MEC,Eloy Alfaro Intl,-0.9461,-80.67888,Manta,Y
MED,Prince Mohammad Bin Abdulaziz,24.55333,39.705,Madinah,Y
MEE,La Roche,-21.48166,168.03749,Mare,Y
MEH,Mehamn,71.0286,27.82685,Mehamn,Y
MEI,Regional (Key Field),32.33277,-88.75194,Meridian,Y
MFE,Miller International,26.17582,-98.2386,McAllen/Mission,Y
MFM,Macau International,22.14944,113.59166,Macau,Y
MFR,Rogue Valley Intl,42.37416,-122.8736,Medford,Y
MFU,Mfuwe,-13.25972,31.93388,Mfuwe,Y
MGA,Augusto C. Sandino Intl,12.14138,-86.16804,Managua,Y
MGB,Mount Gambier,-37.74555,140.78527,Mount Gambier,Y
MGF,Silvio Name Jr.,-23.47598,-52.01577,Maringa,Y
MGH,Margate,-30.8575,30.34305,Margate,Y
MGQ,Aden Adde Intl,2.01472,45.305,Mogadishu,Y
MGT,Milingimbi Island,-12.09444,134.8936,Milingimbi Island,Y
MGW,Morgantown Municipal,39.64105,-79.91733,Morgantown,Y
MGZ,Myeik,12.43971,98.62138,Myeik,Y
MHD,Shahid Hashemi Nejad,36.23416,59.64499,Mashhad,Y
MHG,Mannheim City Airport,49.47277,8.51416,Mannheim,Y
MHH,Marsh Harbour,26.51138,-77.0836,Marsh Harbour,Y
MHK,Manhattan Regional,39.14197,-96.66903,Manhattan,Y
MHQ,Mariehamn,60.12164,19.89733,Mariehamn,Y
MID,M. Crescencio Rejon,20.93694,-89.65777,Merida,Y
MIG,Nanjiao,31.42888,104.74083,Mianyang,Y
MII,Frank M. Milenkowichi,-22.19694,-49.92638,Marilia,Y
MIM,Merimbula,-36.90861,149.90138,Merimbula,Y
MIR,Habib Bourguiba International,35.75805,10.75472,Monastir,Y
MIS,Misima Island,-10.68929,152.83609,Misima Island,Y
MIU,Maiduguri International,11.85527,13.08082,Maiduguri,Y
MJC,Man,7.27193,-7.58749,Man,Y
MJD,Mohen Jodaro,27.33527,68.14305,Mohenjodaro,Y
MJF,Kjaerstad,65.78388,13.215,Mosjoen,Y
MJK,Shark Bay,-25.89512,113.57583,Monkey Mia,Y
MJM,Mbuji-Mayi,-6.1211,23.56888,Mbuji-Mayi,Y
MJN,Philibert Tsiranana,-15.66721,46.35194,Mahajanga,Y
MJT,Odysseas Elytis,39.05333,26.60201,Mytilini,Y
MJZ,Mirny,62.53471,114.03888,Mirny,Y
MKG,Muskegon County,43.16943,-86.23833,Muskegon,Y
MKK,Molokai,21.15141,-157.09759,Hoolehua,Y
MKL,McKellar-Sipes Regional,35.60237,-88.91366,Jackson,Y
RUE,Butembo,0.13333,29.26666,Butembo,Y
UNN,Ranong,9.77749,98.58555,Ranong,Y
HTY,Hatay,36,36,Hatay,Y
VOL,Nea Anchialos,39.21972,22.79444,Volos,Y
XHQ,Artvin Hopa Bus Station,41,41,Artvin Hopa Bus Station,Y
IWA,Ivanovo Yuzhny,57.0583,40.9798,Ivanovo,Y
DIJ,Longvic,47.27646,5.09354,Dijon,Y
GTS,The Granites,-26.94799,133.60693,The Granites,Y
FAC,Faaite,-16.68641,-145.32964,Faaite,Y
EBA,Marina di Campo,42.76166,10.23972,Elba Island,Y
YGG,Ganges Harbor,48.85146,-123.4977,Ganges Harbor,Y
GAE,Matmata,33.73238,9.9161,Gabes,Y
DHM,Kangra,32.16527,76.26048,Dharamsala,Y
LLB,Libo,25.44816,107.96078,Libo,Y
SGU,St George Municipal,37.09055,-113.59305,St George,Y
PMK,Palm Island,-18.75527,146.58138,Palm Island,Y
SER,Freeman Municipal,38.95,-85.88333,Seymour,Y
IJK,Izhevsk,56.82891,53.45756,Izhevsk,Y
ERM,Erechim,-27.66322,-52.27192,Erechim,Y
LXG,Luang Namtha,20.96217,101.40296,Luang Namtha,Y
THU,Pituffik,76.53333,-68.75,Pituffik,Y
EKS,Shakhtersk,49,142,Shakhtersk,Y
GVN,May-Gatka,48,140,Sovetskaya Gavan,Y
OHH,Novostroyka,53,142,Okha,Y
PDV,Krumovo,42.06777,24.85083,Plovdiv,Y
SGN,Ho Chi Minh City,10.81888,106.65194,Ho Chi Minh City,Y
ARV,Lakeland,45.91666,-89.73333,Minocqua/Woodruff,Y
EGV,Union,45.93333,-89.26666,Eagle River,Y
RUI,Sierra Blanca Regional,33.41666,-105.58333,Ruidoso,Y
TRF,Oslo Sandefjord-Torp Arpt,59.18666,10.25861,Oslo,Y
OSL,Oslo Gardermoen Airport,60.19388,11.10027,Oslo,Y
DOL,St. Gatien,49.36333,0.16,Deauville,Y
MCT,Muscat International,23.59277,58.28166,Muscat,Y
TBH,Tablas,12.31117,122.07981,Tablas,Y
ECN,Ercan,35.15972,33.48833,Ercan,Y
FNC,Madeira,32.69416,-16.77804,Funchal,Y
PXO,Porto Santo,33.07082,-16.34971,Porto Santo,Y
CVU,Corvo Island,39.67119,-31.11345,Corvo Island,Y
