PORT_IATA,PORT_NAME,LAT_DEC,LONG_DEC,CITY_NAME,ACTIVE
RUL,Maavarulu,0.33805,73.51277,Maavarulu,Y
TFU,Tianfu International,30.31632,104.44266,Chengdu,Y
CQW,Chongqing Xiannvshan,29.46416,107.69333,Wulong,Y
YLX,Yulin,22.4327,110.11967,Yulin,Y
JAE,Aeropuerto de Shumba,-5.59361,-78.77361,Jaen,Y
CDT,Castellon,40.21391,0.07306,Castellon de la Plana,Y
SXB,Strasbourg International,48.54194,7.63444,Strasbourg,Y
HYD,Hyderabad Rajiv Gandhi Intl Arpt,17.23106,78.43125,Hyderabad,Y
BPM,Hyderabad Begumpet Airport,17.4531,78.46349,Hyderabad,Y
XER,Strasbourg Bus Station,48.58508,7.73544,Strasbourg Bus Station,Y
TLS,Blagnac,43.63499,1.36777,Toulouse,Y
AIS,Arorae,-2.61631,176.8025,Arorae,Y
BEZ,Beru,-1.35444,176.0066,Beru,Y
CEM,Central,65.57358,-144.77904,Central,Y
CIK,Chalkyitsik,66.64401,-143.74261,Chalkyitsik,Y
CLP,Clarks Point,58.83338,-158.52942,Clarks Point,Y
ELI,Elim,64.61539,-162.27009,Elim,Y
FFM,Fergus Falls Municipal,46.28333,-96.16666,Fergus Falls,Y
GLV,Golovin,64.548,-163.01186,Golovin,Y
HCR,Holy Cross,62.19022,-159.77244,Holy Cross,Y
HNH,Hoonah,58.09582,-135.41273,Hoonah,Y
KBC,Birch Creek,66.27212,-145.81879,Birch Creek,Y
KEO,Odienne,9.53874,-7.56228,Odienne,Y
KGX,Grayling,62.89764,-160.06716,Grayling,Y
KLL,Levelock,59.12604,-156.8608,Levelock,Y
KOT,Kotlik,63.03249,-163.53032,Kotlik,Y
KUC,Kuria,1.00376,173.03111,Kuria,Y
KWT,Kwethluk,60.79336,-161.44193,Kwethluk,Y
MDI,Makurdi,7.71666,8.6,Makurdi,Y
NGD,August George,18.73333,-64.31666,Anegada,Y
NIG,Nikunau,-1.3143,176.41073,Nikunau,Y
NNL,Nondalton,59.98029,-154.839,Nondalton,Y
OKE,Okierabu,27.43222,128.70575,Okierabu,Y
OOT,Onotoa,-1.79614,175.52589,Onotoa,Y
SDX,Sedona,34.8493,-111.78756,Sedona,Y
TGI,Tingo Maria,-9.28979,-76.00511,Tingo Maria,Y
VEE,Venetie,67.00632,-146.37821,Venetie,Y
WBB,Stebbins,63.51466,-162.28397,Stebbins,Y
WSN,South Naknek,58.70316,-157.00658,South Naknek,Y
TDW,Amarillo Tradewind Apt,35.23333,-101.71666,Amarillo,Y
AMA,Amarillo Rick Husband Intl Apt,35.21943,-101.70583,Amarillo,Y
ANK,Ankara Etimesgut Apt,39.95277,32.6861,Ankara,Y
ESB,Ankara Esenboga Apt,40.12804,32.99499,Ankara,Y
APW,Apia Faleolo Apt,-13.82971,-171.99721,Apia,Y
BFS,Belfast International Apt,54.6575,-6.21583,Belfast,Y
BHD,Belfast George Best City Apt,54.61804,-5.87249,Belfast,Y
OTP,Bucharest Henri Coanda Apt,44.57221,26.10222,Bucharest,Y
TZA,Belize City Municipal Apt,17.51617,-88.1954,Belize City,Y
BZE,Belize City Goldson Intl Apt,17.53916,-88.30833,Belize City,Y
CGF,Cleveland Cuyahoga County Apt,41.56656,-81.48404,Cleveland,Y
CLE,Cleveland Hopkins International Apt,41.41166,-81.84971,Cleveland,Y
BKL,Cleveland Burke Lakefront Apt,41.51749,-81.68333,Cleveland,Y
CMB,Bandaranaike Intl,7.18027,79.88527,Colombo,Y
RML,Colombo Ratmalana Apt,6.8209,79.8854,Colombo,Y
CPH,Copenhagen Kastrup Apt,55.62025,12.65003,Copenhagen,Y
RKE,Copenhagen Roskilde Apt,55.58564,12.13139,Copenhagen,Y
MGY,Dayton Wright Brothers Apt,39.58833,-84.22499,Dayton,Y
DAY,Dayton James M. Cox Intl Apt,39.9025,-84.21943,Dayton,Y
DOM,Dominica Melville Hall Apt,15.54694,-61.3,Dominica,Y
DRT,Del Rio International Apt,29.37324,-100.92615,Del Rio,Y
EYW,Key West International Apt,24.55611,-81.75944,Key West,Y
FCH,Fresno Chandler Executive Apt,36.73302,-119.82031,Fresno,Y
FAT,Fresno Yosemite International Airport,36.7761,-119.71804,Fresno,Y
FMY,Fort Myers Page Field,26.58333,-81.86666,Fort Myers,Y
RSW,Fort Myers SW Florida International Apt,26.5361,-81.75527,Fort Myers,Y
AYM,Abu Dhabi Yas Island SPB,24.4706,54.60958,Abu Dhabi Yas Island SPB,Y
GST,Gustavus Airport,58.42527,-135.7075,Gustavus,Y
GTF,Great Falls International Apt,47.48193,-111.37054,Great Falls,Y
GUM,Guam Antonio B Won Pat International,13.48333,144.7961,Guam,Y
KTN,Ketchikan International Apt,55.35555,-131.71388,Ketchikan,Y
LBB,Lubbock Preston Smith International Apt,33.66361,-101.82277,Lubbock,Y
XTI,Madrid Chamartin Rail Station,40.47388,-3.6825,Madrid,Y
MAD,Madrid Adolfo Suarez-Barajas Apt,40.4936,-3.56666,Madrid,Y
XOC,Madrid Atocha Rail Station,40.40583,-3.69083,Madrid,Y
MCE,Merced Regional Apt,37.28333,-120.51666,Merced,Y
BFM,Mobile Downtown Apt,30.63333,-88.06666,Mobile,Y
MOB,Mobile Regional Apt,30.6911,-88.24277,Mobile,Y
MRY,Monterey/Carmel Monterey Regional,36.58694,-121.84305,Monterey/Carmel,Y
CRE,Myrtle Beach Grand Strand Apt,33.81166,-78.72388,Myrtle Beach,Y
MYR,Myrtle Beach International,33.67971,-78.92832,Myrtle Beach,Y
NBO,Nairobi Jomo Kenyatta International Apt,-1.31916,36.92777,Nairobi,Y
WIL,Nairobi Wilson Apt,-1.32166,36.81472,Nairobi,Y
GEA,Noumea Magenta Apt,-22.25833,166.47277,Noumea,Y
NOU,La Tontouta,-22.01444,166.21305,Noumea,Y
MIQ,Omaha Millard Apt,41.3055,-75.89455,Omaha,Y
OMA,Omaha Eppley Airfield,41.30305,-95.89416,Omaha,Y
PBM,Paramaribo Johan A Pengel Intl Apt,5.45277,-55.18777,Paramaribo,Y
RIV,Riverside March JARB,33.88082,-117.25944,Riverside,Y
RAL,Riverside Municipal Apt,33.95,-117.43333,Riverside,Y
QRH,Rotterdam Centraal Rail Station,51.92395,4.47014,Rotterdam,Y
RTM,Rotterdam Apt,51.95305,4.43061,Rotterdam,Y
ALM,Alamogordo White Sands Rgnl,32.83999,-105.99055,Alamogordo,Y
SIN,Singapore Changi Apt,1.35916,103.98944,Singapore,Y
XSP,Singapore Seletar Apt,1.41693,103.86777,Singapore,Y
GEP,Genoa Brignole Railway Stn,11.40707,8.94725,Genoa Brignole Railway Stn,Y
CTS,Sapporo New Chitose Apt,42.77527,141.69221,Sapporo,Y
OKD,Sapporo Okadama Apt,43.11611,141.38027,Sapporo,Y
TLV,Tel Aviv-Yafo Ben Gurion Intl Apt,32.00709,34.88044,Tel Aviv-Yafo,Y
RVS,Tulsa Richard Lloyd Jones Junior Apt,36.15,-95.96666,Tulsa,Y
TUL,Tulsa International Apt,36.19833,-95.88805,Tulsa,Y
HND,Tokyo Intl (Haneda),35.55222,139.77971,Tokyo,Y
NRT,Tokyo Narita Intl,35.76472,140.38638,Tokyo,Y
VLD,Valdosta Regional Apt,30.78249,-83.27666,Valdosta,Y
WDG,Enid Woodring Regional,36.37987,-97.79097,Enid,Y
ZNA,Nanaimo Harbour,49.1679,-123.93067,Nanaimo,Y
YCD,Nanaimo Cassidy Apt,49.05222,-123.87027,Nanaimo,Y
YKM,Yakima Air Terminal,46.56799,-120.54064,Yakima,Y
YUM,Yuma International Apt,32.65666,-114.60611,Yuma,Y
MNK,Maiana,1.00361,173.031,Maiana,Y
MTK,Makin,3.37468,172.9923,Makin,Y
OKR,Yorke Island,-9.75257,143.40529,Yorke Island,Y
TMN,Tamana,-2.48605,175.97013,Tamana,Y
WMO,White Mountain,64.68626,-163.41098,White Mountain,Y
SIG,San Juan F.L.Ribas Doiminicci,18.45694,-66.09805,San Juan,Y
SJU,San Juan Luis Munoz Marin Intl Apt,18.43944,-66.00194,San Juan,Y
ZVH,Al Ain Bus Station,24.22,55.76,Al Ain Bus Station,Y
CKD,Crooked Creek,61.86666,-158.13333,Crooked Creek,Y
PQS,Pilot Station,61.93446,-162.89912,Pilot Station,Y
PTA,Port Alsworth,60.20234,-154.32311,Port Alsworth,Y
OGD,Ogden Hinckley Apt,41.19586,-112.01044,Ogden,Y
TPH,Tonopah Apt,38.06666,-117.23333,Tonopah,Y
UGB,Pilot Point Ugashik Bay Apt,57.42446,-157.7445,Pilot Point,Y
PIP,Pilot Point Airport,57.58027,-157.57193,Pilot Point,Y
MRI,Anchorage Merrill Field,61.23333,-149.9,Anchorage,Y
ANC,Anchorage Ted Stevens Intl Apt,61.17443,-149.99638,Anchorage,Y
CVN,Clovis Municipal Apt,34.42629,-103.07874,Clovis,Y
KTB,Thorne Bay Sea Plane Base,55.68333,-132.53333,Thorne Bay,Y
MLY,Manley Hot Springs,64.99804,-150.64097,Manley Hot Springs,Y
MNT,Al Wright,65.147,-149.36735,Minto,Y
BEC,Wichita Beech Factory Apt,37.68333,-97.21666,Wichita,Y
ICT,Wichita Dwight D. Eisenhower Apt,37.65277,-97.43304,Wichita,Y
SEE,San Diego Gillespie Field,32.82774,-116.97247,San Diego,Y
CLD,San Diego McClellan-Palomar Arpt,33.12833,-117.28,San Diego,Y
SAN,San Diego International,32.7336,-117.18971,San Diego,Y
SDM,San Diego Brown Municipal Apt,32.56666,-116.98333,San Diego,Y
MYF,San Diego Montgomery Field,32.81554,-117.13831,San Diego,Y
AAK,Aranuka,0.18503,173.63693,Aranuka,Y
APO,Carepa-A.R. Betancourt,7.81225,-76.71652,Apartado,Y
AXS,Altus Quartz Mountain Rgnl,34.70277,-99.33333,Altus,Y
FHZ,Fakahina,-15.99209,-140.16472,Fakahina,Y
LWK,Shetland Islands Lerwick/Tingwall Apt,60.19221,-1.2436,Shetland Islands,Y
LSI,Shetland Islands Sumburgh Apt,59.87888,-1.29555,Shetland Islands,Y
MWE,Merowe,18.4425,31.84311,Merowe,Y
HBQ,Haibei,38.00833,100.64083,Qilian,Y
YRA,Rae Lakes,64.11569,-117.30905,Rae Lakes,Y
GSE,Goteborg City Apt,57.77471,11.87027,Goteborg,Y
GOT,Goteborg Landvetter Apt,57.66277,12.27971,Goteborg,Y
YOG,Ogoki Post,51.65799,-85.90167,Ogoki,Y
ADB,Izmir Adnan Menderes Apt,38.29249,27.15694,Izmir,Y
KCG,Chignik Apt,56.31032,-158.37465,Chignik,Y
KCQ,Chignik Lake Apt,56.25553,-158.77927,Chignik,Y
KCL,Chignik Lagoon Apt,56.3119,-158.53131,Chignik,Y
KTF,Takaka,-40.85,172.8,Takaka,Y
MRA,Misurata,32.32187,15.06125,Misurata,Y
HKB,Healy Lake,63.86723,-148.97009,Healy Lake,Y
ZDJ,Berne Rail Station,46.91943,7.5,Berne,Y
BRN,Berne Belp,46.91416,7.49721,Berne,Y
DJH,Dubai Jebel Ali SPB,25.00193,55.02401,Dubai Jebel Ali SPB,Y
CGK,Jakarta Soekarno-Hatta Apt,-6.12554,106.65583,Jakarta,Y
HLP,Jakarta Halim Perdanakusuma Apt,-6.26666,106.8911,Jakarta,Y
BDG,Blanding Municipal,37.58333,-109.48333,Blanding,Y
BCE,Bryce Canyon,37.7,-112.15,Bryce Canyon,Y
YNL,Points North Landing,58.27499,-104.0811,Points North Landing,Y
GEG,Spokane International Apt,47.61696,-117.53989,Spokane,Y
SFF,Spokane Felts Field,47.68305,-117.3225,Spokane,Y
PLU,Belo Horizonte Pampulha Apt,-19.85111,-43.95055,Belo Horizonte,Y
CNF,Belo Horizonte Tancredo Neves Int Apt,-19.63388,-43.96888,Belo Horizonte,Y
DJN,Delta Junction Airport,64.05042,-145.7253,Delta Junction,Y
MEO,Manteo,35.91882,-75.69596,Manteo,Y
WNN,Wunnummin Lake,52.89461,-89.2906,Wunnummin Lake,Y
PNY,Pondicherry,11.96809,79.81126,Pondicherry,Y
SDU,Rio de Janeiro Santos Dumont Apt,-22.91055,-43.16305,Rio de Janeiro,Y
GIG,Rio de Janeiro Galeao-A.C.Jobim Int Apt,-22.81244,-43.24828,Rio de Janeiro,Y
QEW,Leicester Rail Station,52.63111,-1.12472,Leicester Rail Station,Y
WWI,Woodie Woodie,-21.64508,121.19076,Woodie Woodie,Y
EOH,Medellin Enrique Olaya Herrerra Apt,6.21999,-75.59055,Medellin,Y
MDE,Medellin Jose Maria Cordova Intl,6.16444,-75.42304,Medellin,Y
RVD,Leite de Castro,-17.83325,-50.95543,Rio Verde,Y
QKU,Cologne/Bonn Messe/Deutz Rail Stn,50.94034,6.97437,Cologne/Bonn,Y
CGN,Cologne/Bonn Apt,50.86583,7.14277,Cologne/Bonn,Y
QKL,"Cologne/Bonn, Cologne Hbf Rail Stn",50.94331,6.95819,Cologne/Bonn,Y
NDE,Mandera,3.93401,41.84439,Mandera,Y
WSH,Shirley,40.78333,-72.91666,Shirley,Y
YCK,Colville Lake,67.03956,-126.08087,Colville Lake,Y
DUR,Durban King Shaka International Apt,-29.61444,31.11638,Durban,Y
TCT,Takotna,62.99251,-156.0702,Takotna,Y
TOA,Zamperini Field,33.78333,-118.25,Torrance,Y
NRE,Namrole,-3.85474,126.70154,Namrole,Y
MEU,Serra do Areao,-0.88444,-52.6,Monte Dourado,Y
CUK,Caye Caulker,17.73506,-88.03236,Caye Caulker,Y
SZP,Santa Paula,34.34694,-119.06166,Santa Paula,Y
POI,Capitan Nicolas Rojas,-19.54328,-65.72371,Potosi,Y
LIX,Likoma Island,-12.0802,34.7363,Likoma Island,Y
AOG,Teng'ao,41.10551,122.85609,Anshan,Y
ETM,Ramon International,29.72722,34.99833,Eilat,Y
FUO,Shadi,23.0816,113.06988,Foshan,Y
JNG,Qufu,35.29301,116.34649,Jining,Y
TNH,Sanyuanpu,42.25283,125.70444,Tonghua,Y
OCE,Ocean City,38.30914,-75.12037,Ocean City,Y
PGM,Port Graham,59.34945,-151.8311,Port Graham,Y
PLJ,Placencia,16.53708,-88.36103,Placencia,Y
BFT,Beaufort County,32.4115,-80.6358,Beaufort,Y
BJU,Bajura,29.35,81.3,Bajura,Y
LBR,Labrea,-7.27879,-64.76949,Labrea,Y
IDI,Indiana County,40.63111,-79.1018,Indiana,Y
PTV,Porterville Municipal,36.03333,-119.06666,Porterville,Y
JIN,Jinja,0.45188,33.19424,Jinja,Y
JJN,Jinjiang,24.79531,118.58797,Quanzhou,Y
RHR,Ras al Khaimah Al Hamra SPB,25.69049,55.77774,Ras al Khaimah Al Hamra SPB,Y
SXV,Salem,11.78097,78.0634,Salem,Y
SXY,Sidney Municipal,42.31666,-75.4,Sidney,Y
ZFD,Fond du Lac,59.33505,-107.18426,Fond du Lac,Y
XRJ,Rome Termini Rail Station,41.90105,12.50193,Rome,Y
FCO,Rome Fiumicino Apt,41.80027,12.23888,Rome,Y
CIA,Rome Ciampino Apt,41.79869,12.59494,Rome,Y
XVQ,Venice Santa Lucia Rail Station,45.44104,12.32098,Venice,Y
TSF,Venice Treviso/Sant'Angelo Apt,45.65083,12.19777,Venice,Y
VCE,Venice Marco Polo Apt,45.50527,12.35194,Venice,Y
XVY,Venice Mestre Rail Station,45.48232,12.23207,Venice,Y
AEL,Albert Lea Municipal,43.68333,-93.36666,Albert Lea,Y
CIN,Arthur N. Neu,42.05,-94.78333,Carroll,Y
CIR,Cairo,37.06666,-89.21666,Cairo,Y
COL,Coll,56.60192,-6.61777,Coll,Y
CRS,C. David Campbell Fld,32.1,-96.46666,Corsicana,Y
BQC,Sainte-Foy Bus Station,46.76913,-71.30779,Sainte-Foy Bus Station,Y
GGR,Garowe,8.45794,48.56729,Garowe,Y
GIT,Geita,-2.86666,32.16666,Geita,Y
OLV,Olive Branch,34.97886,-89.78681,Olive Branch,Y
OMM,Marmul,18.13806,55.17984,Marmul,Y
VBA,Ann,19.77,94.02611,Ann,Y
ONY,Olney Municipal,33.36666,-98.75,Olney,Y
ORU,Juan Mendoza,-17.95249,-67.07566,Oruro,Y
XIT,Leipzig Hbf Rail Station,51.34559,12.38154,Leipzig/Halle,Y
LEJ,Leipzig/Halle Airport,51.4325,12.24166,Leipzig/Halle,Y
POY,Powell Municipal,44.86666,-108.8,Powell/Lovell,Y
AMW,Ames Municipal,42,-93.61666,Ames,Y
ANY,Anthony Municipal,37.15,-98.03333,Anthony,Y
MWH,Grant County Intl,47.20448,-119.31648,Moses Lake,Y
ASY,Ashley Municipal,46.03333,-99.36666,Ashley,Y
ATS,Artesia Municipal,32.85,-104.46666,Artesia,Y
AXG,Algona Municipal,43.06666,-94.23333,Algona,Y
AXX,Angel Fire,36.41666,-105.28333,Angel Fire,Y
BTW,Batu Licin,-3.45,116,Batu Licin,Y
BVY,Beverly,42.58416,-70.91611,Beverly,Y
BWC,Brawley,32.98333,-115.51666,Brawley,Y
BXS,Borrego Springs,33.25,-116.31666,Borrego Springs,Y
BYR,Laeso,57.27722,11,Laeso,Y
ISR,Salerno Rail Station,40.67527,14.77222,Salerno,Y
CTW,Cottonwood,34.73007,-112.03518,Cottonwood,Y
CXC,Chitina,61.56666,-144.41666,Chitina,Y
CYA,Antonie-Simon,18.26666,-73.78333,Les Cayes,Y
AXJ,Amakusa,32.48222,130.15888,Amakusa,Y
DKK,Chautauqua County,42.48333,-79.33333,Dunkirk,Y
GKN,Gulkana,62.15648,-145.45447,Gulkana,Y
GKT,Gatlinburg,35.85,-83.51666,Sevierville,Y
AHJ,Aba Hongyuan,32.53138,102.35194,Aba Hongyuan,Y
HAB,Marion Co. Rankin Fite,34.11666,-88,Hamilton,Y
HAO,Butler County Regional,39.36375,-84.52194,Hamilton,Y
HMI,Hami,42.84063,93.67079,Hami,Y
HNC,Billy Mitchell,35.23256,-75.61815,Hatteras,Y
HNN,Honinabi,-6.24604,142.17692,Honinabi,Y
JJG,Humberto Bortoluzzi,-28.67527,-49.05944,Jaguaruna,Y
HTH,Hawthorne Industrial,38.55,-118.63333,Hawthorne,Y
CLJ,Cluj-Napoca,46.78527,23.6861,Cluj-Napoca,Y
INB,Independence,16.53395,-88.44281,Independence,Y
IXT,Pasighat,28.06696,95.33615,Pasighat,Y
PSN,Palestine Municipal,31.75,-95.61666,Palestine,Y
RIE,Regional-Carl's Field,45.5,-91.73333,Rice Lake,Y
RKH,York County-Bryant Field,34.93333,-81.01666,Rock Hill,Y
ROG,Municipal - Carter Fld,36.371,-94.10752,Rogers,Y
RSN,Ruston Regional,32.51666,-92.61666,Ruston,Y
BCU,Bauchi,10.29234,9.81711,Bauchi,Y
BDY,Bandon,43.11666,-124.41666,Bandon,Y
CHW,Royal Well Bus Station,51.89944,-2.07805,Cheltenham Bus Station,Y
BIB,Baidoa,3.10236,43.62756,Baidoa,Y
BKB,Nal,28.01666,73.3,Bikaner,Y
BNO,Burns Municipal,43.58333,-118.95,Burns,Y
CDP,Cuddapah,14.51251,78.77226,Cuddapah,Y
DRE,Drummond Island,46.00863,-83.7463,Drummond Island,Y
DTL,Wething Field,46.83333,-95.88333,Detroit Lakes,Y
DXR,Danbury Municipal,41.37111,-73.48199,Danbury,Y
EBM,El-Borma,31.70378,9.25494,El-Borma,Y
XRL,Reggio nell'Emilia Mediopadana Rail Stn,44.69666,10.64916,Reggio nell'Emilia Mediopadana Rail Stn,Y
EVW,Uinta County,41.35,-111.01666,Evanston,Y
FBL,Faribault,44.33333,-93.31666,Faribault,Y
GPP,Genoa Plazza Principe Rail Stn,44.41748,8.91976,Genoa Plazza Principe Rail Stn,Y
LEE,Leesburg International,28.82211,-81.80701,Leesburg,Y
NOT,Marin County,38.14361,-122.55611,Novato,Y
SAD,Safford Regional,32.85,-109.63333,Safford,Y
GXH,Gannan Xiahe,34.81888,102.62083,Xiahe,Y
BPE,Beidaihe,39.66638,119.06,Qinhaungdao,Y
SFM,Seacoast Regional,43.39217,-70.70761,Sanford,Y
SGZ,Songkhla,7.33333,100.53333,Songkhla,Y
SLT,Harriet Alexander Fld,38.53828,-106.04878,Salida,Y
SMG,Santa Maria,-12.39138,-76.75583,Santa Maria,Y
TKD,Takoradi,4.89538,-1.77452,Takoradi,Y
TKF,Truckee-Tahoe,39.31829,-120.13815,Truckee,Y
SAJ,Salamanca Bus Station,40.97027,-5.67527,Salamanca Bus Station,Y
TRM,J. Cochran Regional,33.62083,-116.15848,Thermal,Y
TTD,Troutdale,45.53333,-122.38333,Portland,Y
TYD,Tynda,55.2846,124.77796,Tynda,Y
TYM,Staniel Cay,24.1525,-76.43388,Staniel Cay,Y
UBU,Kalumburu,-14.41666,126.66666,Kalumburu,Y
UES,Waukesha County,43.04199,-88.23758,Waukesha,Y
ULM,New Ulm Municipal,44.31666,-94.5,New Ulm,Y
OXQ,Oxford Rail Station,51.75361,-1.27027,Oxford Rail Station,Y
UUK,Ugnu-Kuparuk,70.3308,-149.598,Kuparuk,Y
QRZ,Breda Rail Station,51.59545,4.77982,Breda Rail Station,Y
POQ,Poole Bus Station,50.71722,-1.97694,Poole Bus Station,Y
VLA,Vandalia Municipal,38.95,-89.08333,Vandalia,Y
VNC,Venice Municipal,27.06666,-82.43333,Venice,Y
CRP,Corpus Christi International Apt,27.77027,-97.50111,Corpus Christi,Y
CGS,College Park,38.98055,-76.92222,College Park,Y
EVM,Eveleth-Virginia Municipal,47.43333,-92.5,Eveleth,Y
INF,In Guezzam,19.56095,5.7513,In Guezzam,Y
SEJ,Salamanca Rail Station,40.97166,-5.64833,Salamanca Rail Station,Y
KLF,Grabtsevo,54.54855,36.37147,Kaluga,Y
RNW,Ringwood Bus Station,50.84694,-1.79138,Ringwood Bus Station,Y
USJ,Usharal,46.19074,80.82986,Usharal,Y
LLX,Caledonia County,44.56916,-72.01805,Lyndonville,Y
LMZ,Palma,-10.76666,40.48333,Palma,Y
LNP,Lonesome Pine,36.98333,-82.56666,Wise,Y
LOY,Loyengalani,2.76343,36.71829,Loyengalani,Y
LSN,Los Banos Municipal,37.06666,-120.85,Los Banos,Y
LTM,Lethem,3.4,-59.8,Lethem,Y
LXV,Lake County,39.2203,-106.317,Leadville,Y
TTY,Taunton Bus Station,51.01527,-3.10583,Taunton Bus Station,Y
XJO,Soria Bus Station,41.76694,-2.47944,Soria Bus Station,Y
MIT,Minter Field,35.5,-119.26666,Shafter,Y
MIV,Millville Municipal,39.36666,-75.08333,Millville,Y
MJU,Tampa Padang,-2.5883,119.02762,Mamuju,Y
MLT,Millinocket Municipal,45.64929,-68.69195,Millinocket,Y
MPR,McPherson,38.35,-97.68333,McPherson,Y
MQY,Smyrna,36.00965,-86.52052,Smyrna,Y
MUT,Muscatine Municipal,41.36624,-91.14592,Muscatine,Y
MWK,Tarempa,3.29991,106.26536,Matak,Y
MYK,May Creek,61.36666,-142.68333,May Creek,Y
WNC,Winchester Bus Station,51.0622,-1.30996,Winchester Bus Station,Y
NDC,Nanded,19.18171,77.32254,Nanded,Y
OVE,Oroville Municipal,39.48333,-121.63333,Oroville,Y
PAO,Santa Clara County,37.46155,-122.11557,Palo Alto,Y
PEQ,Pecos Municipal,31.38811,-103.51444,Pecos,Y
PGH,Pantnagar,29.03193,79.4736,Pantnagar,Y
CDC,Cedar City Regional,37.70083,-113.09888,Cedar City,Y
KJH,Kai Li,26.97194,107.9875,Huang Ping,Y
PTT,Pratt Regional,37.7,-98.75,Pratt,Y
VBT,Vigo Bus Station,42.22416,-8.70944,Vigo Bus Station,Y
WMC,Winnemucca Municipal,40.96666,-117.73333,Winnemucca,Y
WTZ,Whitianga,-36.83333,175.7,Whitianga,Y
WVI,Watsonville Municipal,36.93399,-121.79188,Watsonville,Y
XDY,Sudbury Jct Rail Station,46.61943,-80.80277,Sudbury,Y
YSB,Sudbury Airport,46.62499,-80.79888,Sudbury,Y
FRD,Friday Harbor Airport,48.52534,-123.02592,Friday Harbor,Y
YDV,Bloodvein,51.75,-96.73333,Bloodvein,Y
YOK,Yokohama,35.46666,139.63333,Yokohama,Y
YVG,Vermillion,53.36666,-110.85,Vermillion,Y
KMW,Kostroma,57.75,40.93333,Kostroma,Y
YXS,Prince George Airport,53.8818,-122.67562,Prince George,Y
ILQ,Ilo,-17.695,-71.344,Ilo,Y
MYP,Mary,37.62298,61.89573,Mary,Y
KEF,Reykjavik Keflavik International Apt,63.985,-22.60555,Reykjavik,Y
RKV,Reykjavik Apt,64.13,-21.94055,Reykjavik,Y
XZL,Edmonton Rail Station,53.58213,-113.52571,Edmonton,Y
YEG,Edmonton International Apt,53.30731,-113.58594,Edmonton,Y
RUH,Riyadh King Khalid Intl,24.95777,46.69888,Riyadh,Y
XDH,Jasper Rail Station,52.87637,-118.07877,Jasper,Y
TNE,Tanegashima,30.54525,130.95141,Tanegashima,Y
PAC,Panama City Marcos A.Gelabert Intl,8.97332,-79.55555,Panama City,Y
PTY,Panama City Tocumen International,9.07138,-79.38333,Panama City,Y
BWI,Baltimore Washington International Apt,39.17527,-76.66832,Baltimore,Y
MTN,Baltimore Martin State,39.32602,-76.41388,Baltimore,Y
ZBP,Baltimore Penn Rail Station,39.30733,-76.61564,Baltimore,Y
XEF,Winnipeg Union Rail Station,49.88901,-97.13434,Winnipeg,Y
YWG,Winnipeg J.A. Richardson Intl Apt,49.91,-97.23999,Winnipeg,Y
HNY,Bajialing,26.90547,112.6281,Hengyang,Y
LBP,Long Banga,3.20212,115.40195,Long Banga,Y
LUL,Hattiesburg/Laurel Hesler-Noble Field,31.66666,-89.16666,Hattiesburg/Laurel,Y
PIB,Hattiesburg/Laurel Regional Apt,31.46721,-89.33694,Hattiesburg/Laurel,Y
FLX,Fallon Municipal Apt,39.46666,-118.76943,Fallon,Y
SHI,Shimojishima,24.82712,125.14478,Shimojishima,Y
YBL,Campbell River Municipal Apt,49.95083,-125.27054,Campbell River,Y
ELA,Eagle Lake,29.58333,-96.33333,Eagle Lake,Y
OBY,Ittoqqortoormiit,70.48818,-21.9716,Ittoqqortoormiit,Y
EIS,Tortola Terrence B Lettsome,18.44471,-64.54305,Tortola,Y
TIW,Tacoma Narrows,47.26638,-122.56666,Tacoma,Y
TCM,Tacoma McChord Field,47.13787,-122.47642,Tacoma,Y
UVF,Hewanorra Intl,13.73333,-60.9525,St Lucia,Y
SLU,St Lucia George F.L. Charles Apt,14.02027,-60.99305,St Lucia,Y
LDJ,Linden,40.6175,-74.24433,Linden,Y
LCZ,Lecce Rail Station,40.34555,18.16555,Lecce Rail Station,Y
LTZ,Lamezia Terme Central Rail Station,38.92138,16.25527,Lamezia Terme Central Rail Station,Y
VCP,Sao Paulo Viracopos-Campinas Intl Apt,-23.00805,-47.13471,Sao Paulo,Y
CGH,Sao Paulo Congonhas Apt,-23.62666,-46.65805,Sao Paulo,Y
GRU,Sao Paulo Guarulhos Intl Apt,-23.43193,-46.46943,Sao Paulo,Y
ISS,Wiscasset,43.96184,-69.7118,Wiscasset,Y
NNR,Spiddal,53.23055,-9.46777,Spiddal,Y
LDZ,Londolozi,-24.8079,31.50407,Londolozi,Y
CBI,Cape Barren Island,-40.39019,148.01508,Cape Barren Island,Y
PDB,Pedro Bay,59.79577,-154.12361,Pedro Bay,Y
ZYI,Xinzhou,27.81111,107.2461,Zunyi,Y
MLF,Milford Municipal,38.43333,-113.01666,Milford,Y
MDD,Midland Airpark,31.9361,-102.2,Midland,Y
MAF,Midland International Apt,31.94249,-102.20194,Midland,Y
LOK,Lodwar,3.12142,35.6054,Lodwar,Y
LPC,Lompoc Apt,34.66666,-120.46943,Lompoc,Y
YHZ,Halifax Stanfield International Apt,44.88668,-63.51251,Halifax,Y
XEA,Vancouver Rail Station,49.2714,-123.09808,Vancouver,Y
YXX,Vancouver Abbotsford Intl Apt,49.02527,-122.36055,Vancouver,Y
